speaker,uttID,utterance,emotion,sentiment,non_con_out,con_out,con_out_mean,match,con_match,EDA,Cor_EDA,all_match
b'Ses01F_script01_3_M031',Ses01F_script01_3_M031,"b""And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script01_3_F031',Ses01F_script01_3_F031,b'Mmhmm.',neu,sentiment,b,bf,ba,NotMatch,NotConMatch,bf,CORRECT,NotMatch
b'Ses01F_script01_3_M032',Ses01F_script01_3_M032,"b'To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.'",sad,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script01_3_M033',Ses01F_script01_3_M033,"b'But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.'",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script01_3_M034',Ses01F_script01_3_M034,b'Driving my new car and seeing a new refrigerator.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script01_3_M035',Ses01F_script01_3_M035,"b""I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script01_3_M036',Ses01F_script01_3_M036,"b""And I didn't want any of it. I guess that included you.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script01_3_F032',Ses01F_script01_3_F032,b'Do you still feel that way?',xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script01_3_M037',Ses01F_script01_3_M037,b'I just want you to know Annie.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script01_3_F033',Ses01F_script01_3_F033,"b""Because you mustn't feel that way.  Everything you have, you've earned - everything.  you understand me?""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script01_3_F034',Ses01F_script01_3_F034,"b""Even me.  And your money?  Chris, there's nothing wrong in your money.  Your father put hundreds of planes into the air, you should be proud of that.  A man should be paid for that.""",xxx,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script01_3_M038',Ses01F_script01_3_M038,"b'Annie, Annie.  I am going to make a fortune for you.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script01_3_F035',Ses01F_script01_3_F035,b'What would I do with a fortune?',hap,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01M_impro05_F000',Ses01M_impro05_F000,b'Can I help you?',neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_impro05_M000',Ses01M_impro05_M000,"b'Yes, please help me.  Where is my bag?'",fru,sentiment,"fo_o_fw_""_by_bc",qh,^q,NotMatch,NotConMatch,qh,CORRECT,NotMatch
b'Ses01M_impro05_F001',Ses01M_impro05_F001,b'I need a little more information.',neu,sentiment,sd,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses01M_impro05_M001',Ses01M_impro05_M001,"b""Where is my bag?  Come on, I've been here for four hours.""",fru,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro05_F002',Ses01M_impro05_F002,b'What- What flight did you come in on?',neu,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01M_impro05_M002',Ses01M_impro05_M002,"b""Okay, I'm coming in from Atlanta.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F003',Ses01M_impro05_F003,b'Georgia?',neu,sentiment,br,qy,br,Match,NotConMatch,br,br,NotMatch
b'Ses01M_impro05_M003',Ses01M_impro05_M003,"b'Yes, Georgia.  Good for you I need my bag.  Can you...'",xxx,sentiment,fc,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01M_impro05_F004',Ses01M_impro05_F004,"b""There's no need for you to raise your voice, sir.""",neu,sentiment,qy,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses01M_impro05_F005',Ses01M_impro05_F005,"b""I've been college educated.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F006',Ses01M_impro05_F006,b'I speak your language.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M004',Ses01M_impro05_M004,"b""Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?""",ang,sentiment,qy,sd,qy,Match,NotConMatch,qy,qy,NotMatch
b'Ses01M_impro05_M005',Ses01M_impro05_M005,"b""Listen, shut your smug mouth, okay?  I don't need that.""",ang,sentiment,sd,qh,ad,NotMatch,NotConMatch,qh,CORRECT,NotMatch
b'Ses01M_impro05_F007',Ses01M_impro05_F007,"b""I'm just saying you don't need to talk to me like I-""",neu,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro05_M006',Ses01M_impro05_M006,"b""I've been sitting here for four hours.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F008',Ses01M_impro05_F008,"b""I'm not a child.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F009',Ses01M_impro05_F009,"b""I've been here for sixteen.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M007',Ses01M_impro05_M007,b'You people have just been tossing me around like a used hanky.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F010',Ses01M_impro05_F010,b'I come here every single day.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M008',Ses01M_impro05_M008,b'You work here.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F011',Ses01M_impro05_F011,"b'Details, Details.  Well, anyhow can I--'",neu,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro05_F012',Ses01M_impro05_F012,b'so you flew in from Atlanta...',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M009',Ses01M_impro05_M009,b'My bag from Atlanta.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F013',Ses01M_impro05_F013,b'Four...Four hours ago.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M010',Ses01M_impro05_M010,"b""It's a little black bag with wheels.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F014',Ses01M_impro05_F014,b'Do you have any i-?',neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_impro05_M011',Ses01M_impro05_M011,"b""That you wouldn't let me put in the overhead compartment.  You said I had to check it.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F015',Ses01M_impro05_F015,"b""I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M012',Ses01M_impro05_M012,"b""It's a tiny little bag.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F016',Ses01M_impro05_F016,"b""I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M013',Ses01M_impro05_M013,"b'It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F017',Ses01M_impro05_F017,"b""I have some unfortunate news, uh, that your bag isn't going to be--""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F018',Ses01M_impro05_F018,b'--arriving any time soon.',neu,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01M_impro05_M014',Ses01M_impro05_M014,"b'Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F019',Ses01M_impro05_F019,"b""I'm really sorry to tell you this but...""",neu,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro05_M015',Ses01M_impro05_M015,b'Okay.',neu,sentiment,b,"fo_o_fw_""_by_bc",fc,NotMatch,NotConMatch,"fo_o_fw_""_by_bc",CORRECT,NotMatch
b'Ses01M_impro05_F020',Ses01M_impro05_F020,"b""It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F021',Ses01M_impro05_F021,b'...and your future...',neu,sentiment,sv,sd,^q,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses01M_impro05_M016',Ses01M_impro05_M016,"b""I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?""",xxx,sentiment,qy,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01M_impro05_F022',Ses01M_impro05_F022,b'No.',neu,sentiment,aa,nn,nn,NotMatch,ConMatch,nn,nn,NotMatch
b'Ses01M_impro05_M017',Ses01M_impro05_M017,"b""It's gone.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F023',Ses01M_impro05_F023,b'Yes.',neu,sentiment,b,aa,aa,NotMatch,ConMatch,aa,aa,NotMatch
b'Ses01M_impro05_M018',Ses01M_impro05_M018,b'Where is it?  Where did it go?',fru,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01M_impro05_F024',Ses01M_impro05_F024,"b""We've actually...""",neu,sentiment,fc,sv,sd,NotMatch,NotConMatch,sv,CORRECT,NotMatch
b'Ses01M_impro05_M019',Ses01M_impro05_M019,b'You mean did someone steal it? Do people steal bags?',xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_impro05_F025',Ses01M_impro05_F025,"b""They do as matter of fact.  We don't like to publicize it because""",neu,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses01M_impro05_F026',Ses01M_impro05_F026,"b""people wouldn't Fly our airline.""",neu,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses01M_impro05_M020',Ses01M_impro05_M020,b'Probably people that work for your company huh?',ang,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_impro05_M021',Ses01M_impro05_M021,b'Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?',ang,sentiment,qy,qy,qw,Match,NotConMatch,qy,qy,NotMatch
b'Ses01M_impro05_F027',Ses01M_impro05_F027,b'What was that?',neu,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01M_impro05_M022',Ses01M_impro05_M022,"b""My computer which has all of my data which I'm collecting right now.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F028',Ses01M_impro05_F028,"b""That's unfortunate.""",neu,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_impro05_M023',Ses01M_impro05_M023,"b""Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.""",ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_impro05_F029',Ses01M_impro05_F029,"b""That's too bad.""",neu,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_impro05_M024',Ses01M_impro05_M024,"b'Fifty dollars is not going to cover me for my job, okay?'",ang,sentiment,sd,sd,qy^d,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro05_F030',Ses01M_impro05_F030,b'I wish I could give it to you.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_M025',Ses01M_impro05_M025,"b""Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.""",ang,sentiment,qy,qy,ad,Match,NotConMatch,qy,qy,NotMatch
b'Ses01M_impro05_F031',Ses01M_impro05_F031,b'I wish I-',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F032',Ses01M_impro05_F032,"b""That's not - no.""",neu,sentiment,ba,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses01M_impro05_F033',Ses01M_impro05_F033,b'No.',neu,sentiment,aa,aa,aa,NotMatch,NotConMatch,aa,aa,AllMatch
b'Ses01M_impro05_M026',Ses01M_impro05_M026,"b""It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.""",ang,sentiment,sv,sd,qy^d,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses01M_impro05_F034',Ses01M_impro05_F034,"b""We have plenty of aggressive searching going on it's not there.  Someone's taken it.""",neu,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses01M_impro05_M027',Ses01M_impro05_M027,"b'Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.'",ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_impro05_M028',Ses01M_impro05_M028,"b""I know what you guys do when you're not working you're union people; you just sit around on your ass.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F035',Ses01M_impro05_F035,"b""You know I don't need to take this sort of abuse.""",fru,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro05_M029',Ses01M_impro05_M029,"b""Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro05_F036',Ses01M_impro05_F036,"b""That's fantastic.""",xxx,sentiment,ba,ba,sv,Match,NotConMatch,ba,ba,NotMatch
b'Ses01M_impro05_F037',Ses01M_impro05_F037,"b""Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.""",xxx,sentiment,sv,sv,ad,Match,NotConMatch,sv,sv,NotMatch
b'Ses01M_impro05_M030',Ses01M_impro05_M030,b'[BREATHING]',fru,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01M_impro05_M031',Ses01M_impro05_M031,b'Thank you very much.',ang,sentiment,fc,ft,ft,NotMatch,ConMatch,ft,ft,NotMatch
b'Ses01M_impro03_M000',Ses01M_impro03_M000,b'The craziest thing just happened to me.',exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_F000',Ses01M_impro03_F000,b'What?',xxx,sentiment,br,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses01M_impro03_M001',Ses01M_impro03_M001,b'This girl; she just offered me fifty thousand dollars to marry her.',exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_F001',Ses01M_impro03_F001,b'[BREATHING]',sur,sentiment,sv,sd,b^m,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses01M_impro03_M002',Ses01M_impro03_M002,b'Yeah.',xxx,sentiment,b,b,b,NotMatch,NotConMatch,b,b,AllMatch
b'Ses01M_impro03_F002',Ses01M_impro03_F002,b'Why?',exc,sentiment,br,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses01M_impro03_M003',Ses01M_impro03_M003,"b""Well, she's not a citizen so she wants to get a visa.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_F003',Ses01M_impro03_F003,b'Is she on the run?',exc,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_impro03_M004',Ses01M_impro03_M004,"b""No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.""",exc,sentiment,nn,sd,sv,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses01M_impro03_F004',Ses01M_impro03_F004,"b'Oh, she just needs to marry you.'",exc,sentiment,sd,^q,sv,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses01M_impro03_F005',Ses01M_impro03_F005,"b""That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.""",exc,sentiment,sv,qy,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses01M_impro03_M005',Ses01M_impro03_M005,"b""That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?""",exc,sentiment,sv,qy,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses01M_impro03_M006',Ses01M_impro03_M006,"b""She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_F006',Ses01M_impro03_F006,"b""That's so cool. Uh huh.""",exc,sentiment,sv,ba,ba,NotMatch,ConMatch,ba,ba,NotMatch
b'Ses01M_impro03_F007',Ses01M_impro03_F007,b'[LAUGHTER] Why did she pick you? Where were you?',exc,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01M_impro03_M007',Ses01M_impro03_M007,"b""Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...""",exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_F008',Ses01M_impro03_F008,"b""You were at a party? And she's like hey. You seem unattached she's like.""",exc,sentiment,sd,qy,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro03_M008',Ses01M_impro03_M008,"b""Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...""",exc,sentiment,qy,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01M_impro03_F009',Ses01M_impro03_F009,"b""That's unbelievable... Yeah.""",exc,sentiment,aa,^q,sv,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses01M_impro03_F010',Ses01M_impro03_F010,"b""Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...""",exc,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro03_M009',Ses01M_impro03_M009,b'Have you?',xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_impro03_M010',Ses01M_impro03_M010,"b""It's like I'm really going to get married. We'll have like the whole thing.""",exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_M011',Ses01M_impro03_M011,"b'Oh, good. [LAUGHTER]'",exc,sentiment,ba,ba,ba,NotMatch,NotConMatch,ba,ba,AllMatch
b'Ses01M_impro03_F011',Ses01M_impro03_F011,"b'Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money'",exc,sentiment,sv,sv,ad,Match,NotConMatch,sv,sv,NotMatch
b'Ses01M_impro03_M012',Ses01M_impro03_M012,b'I know. What do you think I should-',exc,sentiment,sd,qh,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro03_F012',Ses01M_impro03_F012,"b""Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.""",exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_M013',Ses01M_impro03_M013,b'Oh good idea.',exc,sentiment,ba,ba,ba,NotMatch,NotConMatch,ba,ba,AllMatch
b'Ses01M_impro03_M014',Ses01M_impro03_M014,b'Yeah.  Make her like open the bank account and stuff too.',neu,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses01M_impro03_F013',Ses01M_impro03_F013,b'Yeah.',exc,sentiment,b,b,b,NotMatch,NotConMatch,b,b,AllMatch
b'Ses01M_impro03_M015',Ses01M_impro03_M015,"b""It's a good idea.""",exc,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_impro03_F014',Ses01M_impro03_F014,"b'Dude, you lucked out.'",exc,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_impro03_M016',Ses01M_impro03_M016,b'I know.  Also I get to like plan the wedding now too. That will be fun.',exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_F015',Ses01M_impro03_F015,"b'Yeah.  My colors are blush and beige what is it, do you know?'",exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_M017',Ses01M_impro03_M017,"b""Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?""",exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_F016',Ses01M_impro03_F016,"b""Oh I don't know. [LAUGHTER]""",exc,sentiment,h,sd,h,Match,NotConMatch,h,h,NotMatch
b'Ses01M_impro03_F017',Ses01M_impro03_F017,"b""I don't know get it in cash.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_impro03_M018',Ses01M_impro03_M018,b'Just cash hardcore.',neu,sentiment,bf,bf,sd,Match,NotConMatch,bf,bf,NotMatch
b'Ses01M_impro03_F018',Ses01M_impro03_F018,b'Yeah.',neu,sentiment,b,b,b,NotMatch,NotConMatch,b,b,AllMatch
b'Ses01M_impro03_M019',Ses01M_impro03_M019,b'What should we do?  Where should we get married? We should have party.',exc,sentiment,qw,qh,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses01M_impro03_F019',Ses01M_impro03_F019,b'How exciting. You should have a wedding on the beach.',exc,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses01M_impro03_M020',Ses01M_impro03_M020,"b'Yeah, like a big like- A wedding on the beach, that would be nice.'",exc,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_impro03_F020',Ses01M_impro03_F020,"b'Yeah, at night.'",exc,sentiment,b,aa,aa,NotMatch,ConMatch,aa,aa,NotMatch
