speaker,uttID,utterance,emotion,non_con_out,con_out,con_out_mean,match,con_match,pre-final-DA,all_match
b'Joey',9,"b'Huh, Rach I got to say it\xc2\x92s gonna take a lot of money for me to go out on a date with a dude.'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',10,b'I\xc2\x92m not asking you to go on a',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',11,b'Really? \xc2\x91Cause I could kinda use the money.',surprise,sd,^q,qy^d,NotMatch,NotConMatch,b,NotMatch
b'Rachel',12,"b'Joey, just-just he-he\xc2\x92s new in town and I know he doesn\xc2\x92t have any guy friends.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',13,b'Just take him to like a ball game or something.',neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',14,b'I\xc2\x92ll really appreciate it.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',15,"b'Yeah, okay.'",neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Rachel',16,b'Yeah?',surprise,bh,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',17,"b'Sure, no problem.  Ooh\xc2\x97Hey, donuts!'",joy,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Commercial',0,"b'Problem odour in the litter box? Don\xc2\x92t change your kitty, change your kitty litter.'",neutral,sd,sv,ad,NotMatch,NotConMatch,ad,NotMatch
b'Monica',1,"b'Sorry, Pheebs.'",sadness,fc,ad,fa,NotMatch,NotConMatch,fa,NotMatch
b'Joey',2,b'Yeah. You okay?',neutral,fc,fc,fc,Match,ConMatch,fc,AllMatch
b'Rachel',0,"b'No! Sorry, I just thought you were somebody else. Hi!'",surprise,sv,fc,fc,Match,ConMatch,fa,NotMatch
b'Mark',1,"b'Hi. Well, look, I was just gonna leave a message, isn\xc2\x92t tonight your, your big anniversary dinner?'",neutral,sd,^q,^q,Match,ConMatch,^q,NotMatch
b'Rachel',2,"b'Yeah. Well, umm.....'",sadness,b,b,fc,Match,NotConMatch,b,NotMatch
b'Mark',3,"b'Rach, are you okay?'",surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',4,"b'Yeah, I\xc2\x92m fine.'",sadness,b,na,fc,NotMatch,NotConMatch,ny,NotMatch
b'Mark',5,"b'You wanna talk, I mean I can come over?'",neutral,qy^d,qy^d,qy,Match,NotConMatch,qy^d,NotMatch
b'Rachel',6,"b'No! Really, no, please, please, that\xc2\x92s, that\xc2\x92s okay.'",sadness,aa,^q,nn,NotMatch,NotConMatch,nn,NotMatch
b'Mark',7,"b'All right, all right, I\xc2\x92m coming over, and I\xc2\x92m bringing Chinese food.'",neutral,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Rachel',8,"b'Oh, yeah, I\xc2\x92m not, I\xc2\x92m not hungry.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mark',9,b'It\xc2\x92s for me.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',10,"b'Oh. Okay, bye.'",neutral,fc,bk,fc,Match,NotConMatch,fc,NotMatch
b'Chandler',0,"b'Come on, pick up, pick up!'",fear,ad,ad,ad,Match,ConMatch,ad,AllMatch
b'Chandler',0,b'Hello?',neutral,fp,qy,fp,Match,NotConMatch,fp,NotMatch
b'Chandler',0,b'Transit Authority?',neutral,qy,sd,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',1,"b'Yes, hello.'",neutral,fc,ny,ny,Match,ConMatch,ny,NotMatch
b'Chandler',2,"b""I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',4,"b""Hi, here's the deal.""",neutral,fp,fp,sd,Match,NotConMatch,fp,NotMatch
b'Joey',5,b'We lost a carseat on a bus today.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',6,"b""It's white plastic, with a handle, and it fits onto a stroller.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',7,"b'Oh, and there was a baby in it.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',8,b'He wants to talk to you again.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',0,b'Hello.',neutral,fp,fp,fp,Match,ConMatch,fp,AllMatch
b'Ross',1,b'I\xc2\x92m sorry I\xc2\x92m a little late.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',2,b'Whoa',surprise,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Ross',4,"b'Let me start by uh, by introducing myself, I am Professor Geller.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',5,"b'So to sum up, I\xc2\x92m Professor Geller.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',0,"b'Good evening, sir.'",neutral,fp,ba,fp,Match,NotConMatch,fp,NotMatch
b'Ross',1,b'My name is Ross Geller.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',2,b"I'm one of the people who applied for the apartment.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,b"And I-I realize that the competition is fierce but\xc2\x97I'm sorry.",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Ross',4,"b""I, I can't help but notice you're naked and  I applaud you.""",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',5,"b'Man, I wish I was naked.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',6,"b'I mean, this-this looks so great.'",joy,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Ross',7,b'That is how God intended it.',neutral,sv,sd,^2,NotMatch,NotConMatch,sv,NotMatch
b'Rachel',0,"b'Okay, I have to tell you something that I have never admitted during our entire friendship!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',1,"b'But, when we were in high school I made out with James Farrell even when I knew that you liked him!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',2,"b'Wow, that feels so good to get off my chest!'",joy,ba,sv,sd,NotMatch,NotConMatch,sv,NotMatch
b'Rachel',3,"b'Okay, you go!'",anger,fo_o_fw_"_by_bc,ad,aa,NotMatch,NotConMatch,aa,NotMatch
b'Monica',4,b'My turn? What-what are you talking about?',surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Rachel',5,"b'Ugh, Monica, I know about you and Chandler.'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',6,b'What?!',surprise,qw,br,qw,Match,NotConMatch,qw,NotMatch
b'Rachel',7,"b'I overheard you guys on the phone the other day, and you said, ""I\'ll just tell Rachel that I\'m doing laundry for a couple of hours.""'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',8,"b'And he said, ""Laundry?'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',9,b'Is',neutral,qy,%,qy,Match,NotConMatch,qy,NotMatch
b'Monica',10,b"Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.",joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Rachel',11,"b""Well, I wouldn't know because I got so freaked out that I hung up the phone.""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',12,"b'Well, if you had kept listening, you-you would have heard me call him Mr. Big\xc2\x85\xc2\x85ot.'",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',13,b'What?!',surprise,qw,br,qw,Match,NotConMatch,qw,NotMatch
b'Monica',14,b'Mr. Bigot. He tells the most',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',15,b"All right. So you're telling me that there is nothing going on between you and Chandler.",anger,sv,qy,sv,Match,NotConMatch,sv,NotMatch
b'Monica',16,b'Me and Chandler?!',surprise,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Phoebe',0,"b""I really thought you making a good point. I mean y'know, until you got cut off.""",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'A Female Student',1,"b""Yeah, what's up with that girl Monica?""",neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Phoebe',2,b"I don't know! I didn't come with her!",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',3,b'All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'All',4,b'A test?!!',surprise,br,ad,qy,NotMatch,NotConMatch,br,NotMatch
b'Monica',5,b'Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!',joy,sv,fc,sv,Match,NotConMatch,sv,NotMatch
b'Phoebe',0,"b'Okay I\xc2\x92ve got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?'",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Cliff',1,"b'I\xc2\x92d have to say\xc2\x85the talking gorilla, because at least I can explain to him that you\xc2\x92re making me eat him.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',2,b'Somebody went to college. Wow.  What is it? I\xc2\x92m sorry.',surprise,sv,sd,qh,NotMatch,NotConMatch,qh,NotMatch
b'Mr. Franklin',0,"b'Okay, I hear you loud and clear. Bob will stay put.'",neutral,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Chandler',1,b'I think it\xc2\x92s best sir.',neutral,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Mr. Franklin',2,b'But we really do need to find someone up here.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Mr. Franklin',3,b'The work is starting to pile up.',neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Mr. Franklin',4,b'I\xc2\x92ve got a stack of documents on my desk this high.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',5,"b'Y\xc2\x92know what you should do, just toss \xc2\x91em in the shedder and claim you never got \xc2\x91em.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mr. Franklin',6,b'That\xc2\x92s a good one.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Chandler',7,b'What does a guy have to',neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Ross',0,"b""Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.""",neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'All',1,"b'Hi, Julie!'",joy,fp,fp,fp,Match,ConMatch,fp,AllMatch
b'Phoebe',0,b'Isn\xc2\x92t there a national football league.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',1,"b'Yes. Yes, there is, they play on Sundays and Monday nights.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',2,b'Oh shoot! I work Monday nights.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',3,"b'Umm, this stuffing is amazing. Do you think we should bring them some?'",joy,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',4,"b'When they\xc2\x92re hungry enough, they\xc2\x92ll come in.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Tag',0,"b'Hey Joey, you wanted to talk to me?'",neutral,fc,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',1,"b'I don\xc2\x92t know. You uh, you got something for me?'",neutral,qy^d,qy^d,qy^d,Match,ConMatch,qy^d,AllMatch
b'Tag',2,"b'Oh, yeah, this is from Rachel.'",neutral,sd,na,fc,NotMatch,NotConMatch,na,NotMatch
b'Joey',3,b'Ten. Okay. Now Tag there\xc2\x92s such a thing as too many women.',neutral,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'Tag',4,b'Really?',surprise,bh,bh,qy,Match,NotConMatch,bh,NotMatch
b'Joey',5,"b'Yeah, for you!'",joy,aa,ba,ny,NotMatch,NotConMatch,ba,NotMatch
b'Chandler',0,"b""Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance.  Bye-bye.  Oh God!""",surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',1,b"That's",neutral,%,sd,aa,NotMatch,NotConMatch,%,NotMatch
b'Chandler',2,"b""Hey, I've been honing!""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,b'What was with the dishes?',neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Chandler',4,"b'Oh, uh..'",fear,b,b,nn,Match,NotConMatch,b,NotMatch
b'Chandler',5,b"I want her to think I might be in a restaurant.. y'know?",fear,qy,sd,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',6,"b""I might have some kind of life, like I haven't been sitting around here honing for the past few hours.""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',7,"b""Look look! He's doing it again, the guy with the telescope!""",surprise,qy^d,sd,sd,Match,ConMatch,sd,NotMatch
b'Phoebe',8,b'Oh my God!  Go away!  Stop looking in here!',anger,sd,^q,^q,Match,ConMatch,^q,NotMatch
b'Monica',9,"b""Great, now he's waving back.""",disgust,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Joey',10,"b'Man, we gotta do something about that guy.'",disgust,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Joey',11,"b'This morning, I caught him looking into our apartment.'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',12,b'It creeps me out!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',13,b"I feel like I can't do stuff!",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',14,b'What kinda stuff?',joy,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Joey',15,"b""Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.""",disgust,sd,qy,qy,Match,ConMatch,qy,NotMatch
b'Phoebe',16,b'You cook naked?',surprise,qy^d,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',17,"b'Yeah, toast, oatmeal... nothing that spatters.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',18,b"What are you looking at me for? I didn't know that.",surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Monica',0,b"Y'know they say a watched pot never beeps.",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Phoebe',1,"b""It\xc2\x92s just y'know, been a couple of hours, and she hasn\xc2\x92t called. Not that I even care, y'know.""",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',2,b'Phoebe why don\xc2\x92t you just call her? You obviously want to.',neutral,bf,qy^d,sd,NotMatch,NotConMatch,qy^d,NotMatch
b'Phoebe',3,b'You think you know me so well.',anger,sv,sd,^q,NotMatch,NotConMatch,^q,NotMatch
b'Monica',4,"b'Well, don\xc2\x92t \xc2\x91cha wanna?'",neutral,qy^d,qy^d,qy,Match,NotConMatch,qy^d,NotMatch
b'Phoebe',5,b'Yeah.',neutral,b,ny,ny,Match,ConMatch,ny,NotMatch
b'Monica',6,"b'Okay, well I do know you.'",neutral,fc,qy^d,sd,NotMatch,NotConMatch,sd,NotMatch
b'Phoebe',7,b'That\xc2\x92s what I said.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',8,b'Well so?',neutral,br,^q,qo,NotMatch,NotConMatch,qh,NotMatch
b'Phoebe',9,b'I can\xc2\x92t.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',10,b'I can\xc2\x92t.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',11,"b'She dumped me, I mean I totally trusted her and then one day it was \xc2\x91Okay, bye Pheebs\xc2\x92 gone.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',12,"b""Y'know what the saddest part is, when we were playing together, that was like the most fun I\xc2\x92ve ever had in like all my lives.""",sadness,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Ross',0,"b""Ok, bye.  Well, Monica's not coming, it's just gonna be me and Rachel.""",neutral,fc,sd,^q,NotMatch,NotConMatch,fc,NotMatch
b'Chandler',1,"b""Oh. Well, hold on camper, are you sure you've thought this thing through?""",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',2,b"It's laundry. The thinking through is minimal.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',3,"b""It's just you and Rachel, just the two of you? This is a date. You're going on a date.""",joy,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',4,b'Nuh-uh.',fear,b,nn,ny,NotMatch,NotConMatch,ny,NotMatch
b'Chandler',5,b'Yuh-huh.',joy,b,^q,b,Match,NotConMatch,b,NotMatch
b'Ross',6,"b""So what're you saying here? I should shave again, pick up some wine, what?""",surprise,qw,ad,sd,NotMatch,NotConMatch,qw,NotMatch
b'Chandler',7,"b'Well, you may wanna rethink the dirty underwear.'",disgust,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Chandler',8,b"This is basically the first time she's gonna see your underwear\xc2\x97you want it to be dirty?",surprise,qy,sv,qy,Match,NotConMatch,qy,NotMatch
b'Ross',9,b'No.',neutral,aa,nn,nn,Match,ConMatch,nn,NotMatch
b'Chandler',10,"b'Oh, and uh, the fabric softener?'",neutral,qy,^q,qy^d,NotMatch,NotConMatch,qy,NotMatch
b'Ross',11,"b'Ok, ok, now what is wrong with my'",anger,sd,ad,qh,NotMatch,NotConMatch,qh,NotMatch
b'Chandler',0,"b""Ok, so it's just because it was my table, I have to buy a new one?""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',1,b"That's the rule.",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Chandler',2,"b""What rule? There's no rule, if anything, you owe me a table!""",anger,qh,ad,qh,Match,NotConMatch,qh,NotMatch
b'Joey',3,b"How'd you get to that?",anger,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Chandler',4,"b'Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',5,b'You knew about that?',surprise,bh,qy,qy,Match,ConMatch,qy,NotMatch
b'Chandler',6,"b""Well, let's just say the impressions you made in the butter left little to the imagination.""",disgust,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Joey',7,"b'Ok, ok, How about if we split it?'",neutral,qy,qo,qw,NotMatch,NotConMatch,qo,NotMatch
b'Chandler',8,"b'What do you mean, like, buy it together?'",neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Joey',9,b'Yeah',neutral,b,b,ny,Match,NotConMatch,b,NotMatch
b'Chandler',10,b"You think we're ready for something like that?",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',11,b'Why not?',neutral,qw,qo,qw,Match,NotConMatch,qw,NotMatch
b'Chandler',12,"b""Well, it's a pretty big commitment, I mean, what if one of us wants to move out?""",neutral,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Joey',13,"b'Why, are you moving out?'",surprise,qw,qw,qy,Match,NotConMatch,qw,NotMatch
b'Chandler',14,b"I'm not moving out.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',15,b"You'd tell me if you were moving out right",fear,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Chandler',16,"b""Yeah, yeah, it's just that with my last roommate Kip...""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',17,"b'Aw, I know all about Kip!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',18,"b""It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',19,"b'Well, let me ask you something, was Kip a better roommate than me?'",sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',20,"b""Aw, don't do that""",sadness,^q,ad,qy,NotMatch,NotConMatch,ad,NotMatch
b'Phoebe',0,"b'Ooh, oh no! I have to go! I have a massage appointment.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Eric',1,"b'Oh no, stay here we\xc2\x92ll keep doing this. I\xc2\x92ll pay you.'",neutral,^q,ad,^q,Match,NotConMatch,^q,NotMatch
b'Phoebe',2,"b'No, I got in trouble for that before. I\xc2\x92ll see you later.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Eric',3,b'Absolutely.  I love the way you kiss.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mona',0,b'Oh my God! Oh my God! I\xc2\x92m so sorry!',fear,ba,ba,sd,Match,NotConMatch,ba,NotMatch
b'Ross',1,"b'Aw forget it, it\xc2\x92s from'",neutral,sd,sv,fo_o_fw_"_by_bc,NotMatch,NotConMatch,sv,NotMatch
b'Dr. Green',2,b'You think you can knock up my daughter and then not marry her?! I\xc2\x92m gonna kill you!!',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',3,b'Y\xc2\x92know this is actually not a great time for me.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',0,"b'Okay! So, we\xc2\x92ll just stay married.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',1,"b'Yes, exactly!'",joy,aa,aa,aa,Match,ConMatch,aa,AllMatch
b'Rachel',2,b'And I will make everyone call me Mrs. Geller!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,"b'Wow! This is so amazing. I uh, I really thought I\xc2\x92d have to talk you into this more.'",joy,sd,sv,^q,NotMatch,NotConMatch,sv,NotMatch
b'Rachel',6,b'What-wh-what so we\xc2\x92ll just stay married forever?!',surprise,qh,qw,qw,Match,ConMatch,qw,NotMatch
b'Ross',7,"b'Okay, look, how is this gonna affect you?'",neutral,qy,^q,qh,NotMatch,NotConMatch,qh,NotMatch
b'Ross',8,b'Really?',anger,bh,bh,qy,Match,NotConMatch,bh,NotMatch
b'Ross',9,b'I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!',joy,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Ross',10,b'It\xc2\x92s',neutral,b^m,sd,sd,Match,ConMatch,sd,NotMatch
b'Rachel',11,"b'Ohh, okay, I\xc2\x92m sorry.'",sadness,fc,bk,b,NotMatch,NotConMatch,fa,NotMatch
b'Rachel',12,b'You\xc2\x92re right.',neutral,aa,sd,b^m,NotMatch,NotConMatch,aa,NotMatch
b'Rachel',13,b'Y\xc2\x92know what?',neutral,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Ross',15,b'I\xc2\x92m asking you to do me a favor.',neutral,ad,sd,sd,Match,ConMatch,sd,NotMatch
b'Rachel',16,b'You are asking me to be your wife!',anger,sv,^q,sd,NotMatch,NotConMatch,sv,NotMatch
b'Ross',17,b'And as my wife I think you should grant me this favor.',neutral,sd,^q,^q,Match,ConMatch,^q,NotMatch
b'Monica',0,b'Oh my God!',surprise,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Paul',1,"b""I know, I know, I'm such an idiot.""",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,"b""My brother's going through that right now, he's such a mess. How did you get through it?""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Paul',5,"b'Well, you might try accidentally breaking something valuable of hers, say her-'",neutral,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'Monica',6,b'-leg?',neutral,br,x,qy,NotMatch,NotConMatch,qy,NotMatch
b'Paul',7,"b""That's one way! Me, I- I went for the watch.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',8,b'You actually broke her watch?',surprise,qy^d,qy,qy,Match,ConMatch,qy,NotMatch
b'Rachel',9,"b""Barry, I'm sorry...""",sadness,sd,ft,na,NotMatch,NotConMatch,fa,NotMatch
b'Rachel',10,b'I am so sorry...',sadness,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',11,"b""I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...""",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',0,"b'No real-, honey, really it\xc2\x92s fine, just g-go with Susan.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',1,"b'Really, I, no, I think girls night out is a great idea.'",joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Ross',2,"b'Okay, okay, bye'",neutral,fc,aa,fo_o_fw_"_by_bc,NotMatch,NotConMatch,fc,NotMatch
b'Phoebe',3,b'So what are they doing?',neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Ross',4,"b'I don\xc2\x92t know, something girlie.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
