speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses02F_script01_1_F',010,b'',xxx,,sv,sv,^q,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_1_M',009,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',011,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',010,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',011,b'',ang,,fc,fc,fc,ft,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',012,b'',fru,,qh,qh,ad,sv,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',012,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',013,b'',fru,,sd,sd,sd,qy,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script01_1_M',013,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',014,b'',fru,,br,qy,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script01_1_M',014,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',015,b'',xxx,,qw,qw,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script01_1_M',015,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',016,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',016,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',017,b'',sad,,qy^d,sd,qy,qy,sd,qy,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script01_1_M',017,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',018,b'',neu,,qw,sd,qw,sd,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',018,b'',fru,,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_script01_1_F',019,b'',ang,,sd,sd,qy,qy,sv,qy,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script01_1_M',019,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',020,b'',fru,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script01_1_F',020,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',021,b'',ang,,qw,qo,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_1_F',021,b'',neu,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_1_M',022,b'',xxx,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script01_1_F',022,b'',xxx,,sv,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_1_M',023,b'',ang,,sd,sd,qw,^q,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_1_F',023,b'',fru,,fc,sv,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_1_F',024,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',024,b'',fru,,qy,qy,qy,qy,qw,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script01_1_F',025,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script01_1_M',025,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',026,b'',neu,,fc,fc,ad,ad,fc,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script01_1_M',026,b'',xxx,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script01_1_F',027,b'',neu,,fc,fc,b,aa,"fo_o_fw_""_by_bc",fc,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02F_script01_1_M',027,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',028,b'',sad,,sv,qh,na,sv,na,na,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_1_F',029,b'',fru,,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script01_1_M',028,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',030,b'',fru,,sd,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script01_1_M',029,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',031,b'',fru,,sd,qh,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_1_M',030,b'',xxx,,sd,qy,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_1_M',031,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',032,b'',fru,,sd,sd,ad,sd,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_1_F',033,b'',fru,,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_1_M',032,b'',fru,,sd,qy,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_1_F',034,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',033,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',034,b'',xxx,,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_1_F',035,b'',sur,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',035,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',036,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',036,b'',ang,,ba,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script01_1_F',037,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',037,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',038,b'',ang,,qw,qy,qw,qw,qy,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script01_1_M',038,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',039,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',039,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',040,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',040,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',041,b'',xxx,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script01_1_F',041,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',042,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',042,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',043,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',043,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_M',044,b'',neu,,fc,"fo_o_fw_""_by_bc",ad,"fo_o_fw_""_by_bc",b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script01_1_F',044,b'',sad,,ad,ad,ad,ad,ad,ad,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',000,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',001,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',002,b'',exc,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',003,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',000,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_1_M',004,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',005,b'',exc,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_1_M',006,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',001,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',007,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',008,b'',xxx,,qy^d,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script02_1_F',003,b'',xxx,,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script02_1_M',009,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',004,b'',xxx,,ad,sd,bf,sv,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',010,b'',neu,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_1_M',011,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',012,b'',neu,,sv,ad,ad,sv,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',005,b'',neu,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_script02_1_M',013,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',014,b'',exc,,sv,sd,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_M',015,b'',exc,,ba,ba,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script02_1_M',016,b'',exc,,ba,ba,ba,ba,fc,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script02_1_F',006,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',017,b'',neu,,sd,sd,sd,h,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_F',007,b'',fru,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script02_1_M',018,b'',xxx,,bf,sv,bf,sv,bf,bf,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_F',008,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_1_M',019,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',009,b'',xxx,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script02_1_M',020,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',010,b'',xxx,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script02_1_M',021,b'',neu,,qw,qy,qy,qw,b,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02F_script02_1_F',011,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',022,b'',xxx,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_1_F',012,b'',xxx,,sv,bf,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script02_1_M',023,b'',xxx,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script02_1_M',024,b'',exc,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script02_1_F',013,b'',fru,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_1_M',025,b'',exc,,sv,sv,ad,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script02_1_M',026,b'',exc,,sv,sd,sv,sv,ad,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script02_1_F',014,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',027,b'',fru,,sv,qy,qh,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script02_1_F',015,b'',fru,,sd,sd,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script02_1_M',028,b'',exc,,sd,qh,sd,qw^d,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',029,b'',xxx,,sd,sd,ad,^q,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',016,b'',fru,,sv,sv,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_M',030,b'',xxx,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',017,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',031,b'',neu,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_M',032,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',018,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',033,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',019,b'',neu,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_M',034,b'',xxx,,fc,qy,^q,qy,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',035,b'',exc,,sv,^2,bf,sv,sd,sv,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02F_script02_1_M',036,b'',exc,,qw,qh,qw,qh,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_M',037,b'',xxx,,sv,sv,sv,^h,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_M',038,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',039,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',040,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',041,b'',exc,,sv,sv,sv,qh,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_M',042,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_F',020,b'',xxx,,sd,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script02_1_M',043,b'',neu,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_1_F',021,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_1_M',044,b'',neu,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script02_1_F',022,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',000,b'',exc,,qw,qy,qw,qw,qy,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script02_2_F',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',001,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',002,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',002,b'',xxx,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',003,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',004,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',005,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',005,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',006,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',006,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',007,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_F',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',008,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',008,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',009,b'',neu,,sv,ad,sv,qh,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_F',009,b'',fru,,br,br,qw,qw,b,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script02_2_M',010,b'',neu,,sv,sv,sv,^h,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_F',010,b'',fru,,b,b,^q,fc,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',011,b'',ang,,sd,ad,ad,ad,ad,ad,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_2_M',011,b'',fru,,sd,oo_co_cc,ad,^h,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script02_2_F',012,b'',fru,,b,sv,ad,aa,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',012,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',013,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',013,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',014,b'',xxx,,sd,ad,ad,sd,ad,ad,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_M',014,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',015,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',016,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',017,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',015,b'',sad,,br,br,b,qw,b,b,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script02_2_F',016,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',017,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',018,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',018,b'',neu,,sv,sd,^q,^q,sv,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script02_2_F',019,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',019,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',020,b'',neu,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script02_2_F',020,b'',sad,,sd,sd,sd,ng,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_M',021,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',021,b'',sad,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_M',022,b'',neu,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_F',022,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',023,b'',neu,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_F',023,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',024,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',024,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',025,b'',fru,,ba,ba,b,fc,ba,ba,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses02F_script02_2_F',025,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',026,b'',fru,,qy,qh,^q,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_script02_2_F',026,b'',fru,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script02_2_M',027,b'',fru,,sd,sd,qy,sd,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',027,b'',fru,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_2_M',028,b'',fru,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_F',028,b'',xxx,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_2_M',029,b'',ang,,qy,qy,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_script02_2_M',030,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',031,b'',sad,,sv,sd,bk,sd,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',032,b'',fru,,fc,fc,ft,ft,fc,ft,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script02_2_F',029,b'',xxx,,sd,sv,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_2_M',033,b'',neu,,sv,sd,fc,sv,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script02_2_F',030,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',034,b'',neu,,bh,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script02_2_F',031,b'',sad,,sv,sd,ng,sd,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_M',035,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',032,b'',xxx,,sv,sd,sv,fc,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script02_2_M',036,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',033,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script02_2_F',034,b'',sad,,sv,sd,sd,aa,sv,xx,AllNotMatch,NotConMatch,NotMatch
